id,result
14736,0
96712,1
56574,1
6618,1
15304,1
87698,0
45982,1
50480,0
47805,1
40139,0
76573,1
12559,1
2151,1
82759,0
68847,0
8411,1
24624,0
70929,1
53770,1
55613,0
26958,1
39743,0
58980,1
39955,0
85607,0
26913,1
53634,0
87144,0
72618,1
38162,1
86671,0
77725,0
67598,1
22082,1
66904,1
85545,0
95262,1
22665,0
34692,1
84390,0
80039,0
72091,1
13888,1
96367,1
83031,1
33112,1
84259,1
68621,1
55750,1
28793,0
8815,0
47908,0
29978,1
36451,0
21610,1
17677,0
88566,0
40386,0
91347,1
11380,1
19127,0
47962,0
83467,1
1780,0
90755,1
43824,1
90294,0
52121,1
32805,0
3544,1
32070,1
91019,1
21069,0
7655,0
53277,0
49836,0
83777,1
90636,1
2041,1
95450,1
56523,0
50350,1
48824,1
77289,0
62360,1
44525,0
58237,0
27058,0
63735,1
17804,1
71888,1
83791,1
67053,0
4650,0
31688,0
5225,1
75083,0
57980,0
38516,0
12243,1
9411,0
68760,1
88722,1
94344,1
28282,0
30711,0
33558,1
1695,0
14725,1
83429,1
53445,1
84880,1
36886,1
92899,0
1881,1
55821,0
59755,1
88688,0
37305,1
97817,1
17802,0
28377,0
25046,0
43519,0
22201,1
42943,1
20512,0
26525,0
62619,1
65731,0
80998,1
57117,0
6174,1
3834,1
21943,1
4482,1
68612,1
43112,1
15452,1
48991,0
70898,0
1968,1
9120,1
48465,0
64851,1
93540,1
48396,1
4613,0
22670,1
2318,0
56677,0
96912,0
35401,1
28934,1
83561,0
78182,1
7294,1
2465,1
41483,1
88506,0
99112,1
54745,1
64879,0
92087,0
88747,0
59626,1
84516,0
39008,1
11410,0
25264,0
23368,0
60760,0
21701,1
12742,1
86866,1
39082,0
66416,1
92283,0
8467,0
45601,0
50066,1
92917,1
34210,0
60566,1
34241,1
88918,0
20863,1
57171,1
46501,0
90674,1
68098,0
98945,0
49487,0
80205,0
37579,1
75885,0
4674,1
53518,0
52533,0
26463,1
91840,1
52283,1
44099,1
73623,1
73874,1
7580,1
38676,1
15462,1
41178,1
25752,0
43339,1
46660,1
3836,1
32409,1
44205,1
12307,1
312,0
96677,1
39073,1
3777,0
68051,0
86902,1
4280,0
2456,0
2263,1
10050,1
67354,0
43352,0
44358,1
10523,1
15331,1
64498,0
30371,1
95048,0
54307,0
64782,1
59818,1
25229,0
82461,1
56063,1
67126,0
30334,0
56208,0
97012,0
47253,1
12577,0
81473,0
92982,0
9277,0
90296,1
96773,0
13703,0
95987,1
86722,1
40476,0
96291,1
62355,0
26448,1
54907,1
30422,0
76509,1
36848,0
26098,1
44066,1
44439,0
78785,1
97977,1
72070,1
47342,1
66333,1
97934,1
29591,1
76785,0
90770,1
1500,0
37785,0
81715,0
70610,1
82022,1
41736,1
20108,0
66793,0
45573,0
53489,0
12104,1
34771,1
62385,0
16188,0
38401,0
74068,1
78370,1
3735,0
26923,0
70085,0
99703,1
67543,0
18099,1
81987,1
80588,0
59674,0
20455,1
9255,1
71779,0
58844,1
82019,1
57488,0
89778,0
54155,1
30862,1
14065,1
38756,1
8097,0
63869,0
18884,1
61421,1
83770,0
52164,0
77438,0
22907,0
945,1
18791,1
62376,1
38773,0
14864,0
94927,1
42965,1
12848,1
7834,0
5442,1
80534,0
38075,1
13303,1
73997,0
59375,0
53319,1
96666,1
80957,0
71960,1
6369,0
68357,0
2090,1
21195,1
26078,0
58345,1
53957,0
20934,0
78512,1
89226,0
5580,1
92580,1
16685,1
79591,1
81595,1
90218,0
29228,1
46372,1
57903,1
40540,1
4287,0
19103,1
56972,1
45038,0
70348,0
73573,0
92731,1
68377,0
17343,1
69569,1
51345,1
73358,0
84146,0
44064,0
74877,1
37313,1
73532,1
54048,0
13648,1
22263,1
10331,1
65926,1
15011,0
86878,1
15424,1
61151,1
97231,1
87987,1
6780,1
73338,1
78140,1
92028,1
83185,1
46410,1
11077,1
6689,1
7469,0
9229,1
82713,0
80838,1
82924,1
10728,0
86604,0
68879,1
37925,1
68665,1
53560,1
40169,0
40056,0
29520,1
20219,0
42253,1
10589,1
65058,0
38655,1
53838,1
28412,1
84074,1
10200,1
16801,1
30114,0
50547,1
11812,0
7865,1
14104,0
46971,1
79818,1
45618,0
16547,1
29550,0
71678,0
83794,1
32517,1
59072,1
31261,0
54801,0
12530,0
58339,1
88946,1
12647,0
59151,0
83614,1
65723,1
34856,1
99620,1
17408,0
19256,1
72719,1
15601,1
43418,0
50902,0
40131,1
10347,1
35508,0
96595,1
33245,0
73817,1
39351,0
70401,1
77907,0
96762,1
5186,0
57071,0
2542,0
71695,0
15911,1
14732,0
46129,0
70968,1
95661,0
76838,0
23775,0
60189,1
24467,0
13080,0
18577,0
55397,0
97891,1
58747,0
84591,1
97662,1
83870,1
75828,1
42084,1
81901,1
33366,0
2837,1
69697,0
2271,1
46665,1
24602,0
55670,1
1560,0
76137,1
139,1
54011,1
15973,1
54286,1
47734,0
77768,0
17239,1
44964,1
93672,1
40774,1
71440,1
74227,1
82790,1
4579,0
10678,1
54127,0
99419,0
68718,0
87721,0
79409,0
16706,0
26050,0
1613,1
72914,1
76809,1
22926,0
32143,0
46515,1
54424,0
10717,0
48711,0
43949,0
71467,1
41532,1
73180,1
82471,1
78197,1
14246,1
56101,1
45160,1
20009,1
61255,0
73752,1
89954,1
89518,1
90938,0
97956,1
38933,1
8937,0
72391,1
74931,1
31451,1
85847,0
88734,0
58022,1
2713,0
16205,0
19026,1
78519,0
13128,1
24760,0
24024,0
41465,0
91206,0
41628,1
26242,1
2441,1
79026,1
54727,1
30848,0
70514,1
3460,0
82317,0
82495,1
72359,1
76315,0
753,0
52845,0
27747,0
49862,0
26185,1
24443,1
95028,1
24792,0
32455,0
64962,1
1812,1
69413,1
16967,1
24311,1
12584,1
89639,0
89931,0
63804,1
64108,1
9986,1
22793,1
34050,1
97213,1
73738,0
19470,0
44917,0
68653,0
18481,0
57757,1
52667,1
61054,1
15274,1
33443,0
62597,1
54344,1
17014,1
84507,0
73097,1
30328,1
12396,1
1150,0
33818,0
109,0
72615,0
9885,1
61426,1
38153,0
71360,1
60089,1
84147,1
46912,0
61765,1
22622,1
71869,1
74914,0
62657,1
8835,1
3382,0
69332,0
68540,0
80699,1
78113,0
95699,0
43568,1
37135,1
69466,0
50706,0
84371,1
60063,1
33938,1
32952,0
11034,1
69305,0
82827,1
23797,1
50723,0
75106,1
88155,0
73764,1
62043,1
88173,1
12047,0
98535,1
72146,1
94822,1
35795,0
16696,0
11569,1
61624,1
78507,0
59686,0
10313,0
16825,1
60252,0
54089,1
26559,1
24440,1
78375,0
99590,1
76736,1
73693,1
59084,1
39781,1
86131,1
33808,1
28187,1
80965,1
42118,1
45503,1
25410,0
18730,0
74642,1
31058,0
38534,1
41855,1
35535,1
63330,0
7076,1
70544,0
53041,0
62588,0
20024,0
63174,1
18188,1
73634,1
66925,0
40657,0
76420,1
89676,0
49170,0
30327,0
35825,1
40733,1
66805,0
38234,1
92154,0
9045,0
12149,0
42003,1
88879,0
20204,1
10157,1
15325,0
97558,0
50125,0
21332,1
48274,1
50281,0
34741,1
70802,0
72195,0
98102,1
56135,1
57983,1
93785,0
17591,0
87238,1
83527,0
21802,0
93969,1
72185,1
55868,0
3739,1
4718,1
65294,1
88067,1
33580,0
33944,1
90046,0
72219,1
61320,0
2330,1
26632,1
7929,1
39892,0
64872,1
70520,1
13325,0
54572,1
85960,0
7913,0
93614,1
7996,0
41227,1
30088,0
7193,0
82127,1
8812,0
49371,0
95019,1
91619,0
97940,0
38283,1
45766,1
81525,1
96671,1
85848,1
70193,0
94248,1
73755,1
46483,1
46769,0
10879,1
40300,0
29308,1
11905,0
90714,1
79483,1
20880,0
62609,1
44790,1
93813,1
3049,0
29398,1
99108,1
10618,1
85171,1
38970,0
12020,1
22539,1
31048,1
27642,1
32071,1
78408,1
75914,0
53509,1
67293,1
17326,0
11123,1
41377,1
12025,0
19258,0
26833,1
88955,0
56569,1
21134,1
86745,1
810,1
3768,0
85816,1
73525,1
93388,1
30209,1
60867,1
82887,0
615,1
49190,1
98446,0
13024,0
68504,0
82581,1
46379,1
69667,1
30003,0
45368,1
15881,0
4605,0
39100,1
30671,1
57880,1
28064,0
17312,0
21369,1
50559,1
91587,0
44515,1
34222,0
51585,1
75626,0
12118,1
64687,1
40548,0
13004,0
58219,1
92115,1
15843,1
33122,1
42984,1
26348,0
82719,1
91874,1
66423,1
67021,1
86870,1
12183,0
64804,1
66099,1
90193,1
53818,1
87403,1
38994,1
19777,1
95624,1
46442,1
59011,1
23635,1
40085,1
22919,0
86448,0
94736,1
23837,1
19904,1
97593,0
20595,1
48543,1
46012,0
64840,1
44803,1
16574,1
83845,1
81191,0
34469,1
62122,1
59269,1
70746,1
78238,1
22347,1
2309,1
23167,0
75834,1
97430,1
40425,1
56264,0
22638,1
99043,0
72945,1
85045,0
46630,1
71027,0
57019,1
39412,1
79998,0
13762,1
7745,1
34702,1
24920,0
88028,1
32253,1
6677,1
35136,1
66906,1
62824,1
44086,0
55738,1
71407,1
23946,1
81912,1
46049,0
87079,1
44189,1
67811,1
8193,1
56303,0
36748,1
12313,1
42561,1
26699,0
96413,1
64595,1
89198,0
14060,1
29714,1
80467,1
38698,1
32013,1
29453,1
44019,1
22730,1
19318,1
37463,1
52704,1
4839,1
16034,1
40878,0
60356,1
12529,1
10369,0
13168,1
43156,1
83981,1
44618,0
96452,1
81538,1
21887,1
22536,1
48580,0
66940,0
72496,0
18760,1
77445,1
12179,1
71276,1
3619,1
95870,1
59193,1
41519,1
10933,0
7390,1
28029,1
28238,1
29219,1
61336,1
85753,0
64342,1
1289,1
35451,1
89812,1
81398,0
41824,1
89535,0
86827,1
38673,0
26535,0
69448,1
31441,1
86835,0
98156,1
18169,1
55106,0
52174,1
37574,1
9140,1
32395,1
93599,0
14828,1
8449,0
9543,1
4403,1
78924,1
75818,1
71976,1
93766,1
8761,1
33042,1
